Codice articolo (ATS),Material SAP Code (BP),Definire Conti Co.Ge. per,Gruppo articoli,Descrizione articolo,part number,Model Id,SUBCLASS,Technology,Produttore,Gestire n. lotto [Si/No],Gestione numeri di serie,verifica su sap
WMS0000683-FPX,WMS0000683-FPX,Gruppo articoli,WMS-Flex Packaging,3927-SSD-AMONATPICCA1,3927-SSD-AMONATPICCA1,,,,,No,Sì,OK
WMS0000684-FPX,WMS0000684-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSZP,3070-BS3-CPSZP,,,,,No,Sì,OK
WMS0000685-FPX,WMS0000685-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSMNRARNS,3070-BS3-CPSMNRARNS,,,,,No,Sì,OK
WMS0000686-FPX,WMS0000686-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-3KGLAN10,4909-BS3-3KGLAN10,,,,,No,Sì,OK
WMS0000687-FPX,WMS0000687-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSDGAB,3070-BS3-CPSDGAB,,,,,No,Sì,OK
WMS0000688-FPX,WMS0000688-FPX,Gruppo articoli,WMS-Flex Packaging,5056-BS3-CLDANMBG,5056-BS3-CLDANMBG,,,,,No,Sì,OK
WMS0000689-FPX,WMS0000689-FPX,Gruppo articoli,WMS-Flex Packaging,1348-SSS-1KGMO-1,1348-SSS-1KGMO-1,,,,,No,Sì,OK
WMS0000690-FPX,WMS0000690-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-NNMBITFS-R,2805-BS3-NNMBITFS-R,,,,,No,Sì,OK
WMS0000691-FPX,WMS0000691-FPX,Gruppo articoli,WMS-Flex Packaging,2805-BS3-NNMRSTFS-R,2805-BS3-NNMRSTFS-R,,,,,No,Sì,OK
WMS0000692-FPX,WMS0000692-FPX,Gruppo articoli,WMS-Flex Packaging,5703-BS3-CPSNNAA,5703-BS3-CPSNNAA,,,,,No,Sì,OK
WMS0000693-FPX,WMS0000693-FPX,Gruppo articoli,WMS-Flex Packaging,3927-SSD-AMONATSICIL1,3927-SSD-AMONATSICIL1,,,,,No,Sì,OK
WMS0000694-FPX,WMS0000694-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPCNDBLM,4928-BS3-CPCNDBLM,,,,,No,Sì,OK
WMS0000695-FPX,WMS0000695-FPX,Gruppo articoli,WMS-Flex Packaging,5426-BS3-CLDNNMRS,5426-BS3-CLDNNMRS,,,,,No,Sì,OK
WMS0000696-FPX,WMS0000696-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CPSNNMO,2950-BS3-CPSNNMO,,,,,No,Sì,OK
WMS0000697-FPX,WMS0000697-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CPSNNMB,2950-BS3-CPSNNMB,,,,,No,Sì,OK
WMS0000698-FPX,WMS0000698-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPBREAKNRM-1,4928-BS3-CPBREAKNRM-1,,,,,No,Sì,OK
WMS0000699-FPX,WMS0000699-FPX,Gruppo articoli,WMS-Flex Packaging,0262-BS3-16CPSAB230,0262-BS3-16CPSAB230,,,,,No,Sì,OK
WMS0000700-FPX,WMS0000700-FPX,Gruppo articoli,WMS-Flex Packaging,0262-BS3-NCPSBD,0262-BS3-NCPSBD,,,,,No,Sì,OK
WMS0000701-FPX,WMS0000701-FPX,Gruppo articoli,WMS-Flex Packaging,0366-SSS-1KGSUPREMA1,0366-SSS-1KGSUPREMA1,,,,,No,Sì,OK
WMS0000702-FPX,WMS0000702-FPX,Gruppo articoli,WMS-Flex Packaging,0404-BS2-AMODIO320,0404-BS2-AMODIO320,,,,,No,Sì,OK
WMS0000703-FPX,WMS0000703-FPX,Gruppo articoli,WMS-Flex Packaging,0404-BS2-SRD280-4,0404-BS2-SRD280-4,,,,,No,Sì,OK
WMS0000704-FPX,WMS0000704-FPX,Gruppo articoli,WMS-Flex Packaging,0404-BS2-ST280-1,0404-BS2-ST280-1,,,,,No,Sì,OK
WMS0000705-FPX,WMS0000705-FPX,Gruppo articoli,WMS-Flex Packaging,0404-BS2-ST300-1,0404-BS2-ST300-1,,,,,No,Sì,OK
WMS0000706-FPX,WMS0000706-FPX,Gruppo articoli,WMS-Flex Packaging,1144-BN3-NEUTRO120,1144-BN3-NEUTRO120,,,,,No,Sì,OK
WMS0000707-FPX,WMS0000707-FPX,Gruppo articoli,WMS-Flex Packaging,1204-BS2-NNMALPE195AT,1204-BS2-NNMALPE195AT,,,,,No,Sì,OK
WMS0000708-FPX,WMS0000708-FPX,Gruppo articoli,WMS-Flex Packaging,1204-BS2-NNMALPE280A1,1204-BS2-NNMALPE280A1,,,,,No,Sì,OK
WMS0000709-FPX,WMS0000709-FPX,Gruppo articoli,WMS-Flex Packaging,1358-BS2-1KGRBB351-1,1358-BS2-1KGRBB351-1,,,,,No,Sì,OK
WMS0000710-FPX,WMS0000710-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-15CPSPALNOB3,1378-BS3-15CPSPALNOB3,,,,,No,Sì,OK
WMS0000711-FPX,WMS0000711-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGBARORO-1,1378-BS3-1KGBARORO-1,,,,,No,Sì,OK
WMS0000712-FPX,WMS0000712-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGBORBROSSA,1378-BS3-1KGBORBROSSA,,,,,No,Sì,OK
WMS0000713-FPX,WMS0000713-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGEXCLUS,1378-BS3-1KGEXCLUS,,,,,No,Sì,OK
WMS0000714-FPX,WMS0000714-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-1KGREDINT-3,1378-BS3-1KGREDINT-3,,,,,No,Sì,OK
WMS0000715-FPX,WMS0000715-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSDNCRLDEK,1378-BS3-CPSDNCRLDEK,,,,,No,Sì,OK
WMS0000716-FPX,WMS0000716-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSNSPDCS,1378-BS3-CPSNSPDCS,,,,,No,Sì,OK
WMS0000717-FPX,WMS0000717-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSNSPDEK,1378-BS3-CPSNSPDEK,,,,,No,Sì,OK
WMS0000718-FPX,WMS0000718-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSNSPNOB,1378-BS3-CPSNSPNOB,,,,,No,Sì,OK
WMS0000719-FPX,WMS0000719-FPX,Gruppo articoli,WMS-Flex Packaging,1378-BS3-CPSREDEK-1,1378-BS3-CPSREDEK-1,,,,,No,Sì,OK
WMS0000720-FPX,WMS0000720-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS2-ACETOBALEVOH,1383-BS2-ACETOBALEVOH,,,,,No,Sì,OK
WMS0000721-FPX,WMS0000721-FPX,Gruppo articoli,WMS-Flex Packaging,1383-BS2-NNMDUPL544T,1383-BS2-NNMDUPL544T,,,,,No,Sì,OK
WMS0000722-FPX,WMS0000722-FPX,Gruppo articoli,WMS-Flex Packaging,1891-SSS-1KGSCG,1891-SSS-1KGSCG,,,,,No,Sì,OK
WMS0000723-FPX,WMS0000723-FPX,Gruppo articoli,WMS-Flex Packaging,1951-BS3-1KGDLCRM,1951-BS3-1KGDLCRM,,,,,No,Sì,OK
WMS0000724-FPX,WMS0000724-FPX,Gruppo articoli,WMS-Flex Packaging,1951-BS3-1KGESPSUP,1951-BS3-1KGESPSUP,,,,,No,Sì,OK
WMS0000725-FPX,WMS0000725-FPX,Gruppo articoli,WMS-Flex Packaging,2214-SSS-1KGBERGRANP,2214-SSS-1KGBERGRANP,,,,,No,Sì,OK
WMS0000726-FPX,WMS0000726-FPX,Gruppo articoli,WMS-Flex Packaging,2240-BS3-CLDHSINL-1,2240-BS3-CLDHSINL-1,,,,,No,Sì,OK
WMS0000727-FPX,WMS0000727-FPX,Gruppo articoli,WMS-Flex Packaging,2240-BS3-CLDNOT,2240-BS3-CLDNOT,,,,,No,Sì,OK
WMS0000728-FPX,WMS0000728-FPX,Gruppo articoli,WMS-Flex Packaging,2347-BS3-CLDBEIGETME,2347-BS3-CLDBEIGETME,,,,,No,Sì,OK
WMS0000729-FPX,WMS0000729-FPX,Gruppo articoli,WMS-Flex Packaging,2347-BS3-CLDOROTME19.,2347-BS3-CLDOROTME19.,,,,,No,Sì,OK
WMS0000730-FPX,WMS0000730-FPX,Gruppo articoli,WMS-Flex Packaging,2347-BS3-CLDROSSOTME1,2347-BS3-CLDROSSOTME1,,,,,No,Sì,OK
WMS0000731-FPX,WMS0000731-FPX,Gruppo articoli,WMS-Flex Packaging,2347-BS3-CPSBEIGETME1,2347-BS3-CPSBEIGETME1,,,,,No,Sì,OK
WMS0000732-FPX,WMS0000732-FPX,Gruppo articoli,WMS-Flex Packaging,2464-BS3-CPSMKA,2464-BS3-CPSMKA,,,,,No,Sì,OK
WMS0000733-FPX,WMS0000733-FPX,Gruppo articoli,WMS-Flex Packaging,2464-BS3-CPSZ15N,2464-BS3-CPSZ15N,,,,,No,Sì,OK
WMS0000734-FPX,WMS0000734-FPX,Gruppo articoli,WMS-Flex Packaging,2464-SSS-1KGMKPR-1,2464-SSS-1KGMKPR-1,,,,,No,Sì,OK
WMS0000735-FPX,WMS0000735-FPX,Gruppo articoli,WMS-Flex Packaging,2519-BS3-CLDGIUGA-3,2519-BS3-CLDGIUGA-3,,,,,No,Sì,OK
WMS0000736-FPX,WMS0000736-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-PFMNNMAR,2764-BS3-PFMNNMAR,,,,,No,Sì,OK
WMS0000737-FPX,WMS0000737-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-PFMNNMBI,2764-BS3-PFMNNMBI,,,,,No,Sì,OK
WMS0000738-FPX,WMS0000738-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-PFMNNMNE,2764-BS3-PFMNNMNE,,,,,No,Sì,OK
WMS0000739-FPX,WMS0000739-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-PFMNNMOR,2764-BS3-PFMNNMOR,,,,,No,Sì,OK
WMS0000740-FPX,WMS0000740-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-PFMNNMRO,2764-BS3-PFMNNMRO,,,,,No,Sì,OK
WMS0000741-FPX,WMS0000741-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-PFMSDIN,2764-BS3-PFMSDIN,,,,,No,Sì,OK
WMS0000742-FPX,WMS0000742-FPX,Gruppo articoli,WMS-Flex Packaging,2764-BS3-PFMSDPO,2764-BS3-PFMSDPO,,,,,No,Sì,OK
WMS0000743-FPX,WMS0000743-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDIC,2950-BS3-CLDIC,,,,,No,Sì,OK
WMS0000744-FPX,WMS0000744-FPX,Gruppo articoli,WMS-Flex Packaging,2950-BS3-CLDNNMRS,2950-BS3-CLDNNMRS,,,,,No,Sì,OK
WMS0000745-FPX,WMS0000745-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CLDVA,3000-BS3-CLDVA,,,,,No,Sì,OK
WMS0000746-FPX,WMS0000746-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CLDVCR,3000-BS3-CLDVCR,,,,,No,Sì,OK
WMS0000747-FPX,WMS0000747-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CLDVG,3000-BS3-CLDVG,,,,,No,Sì,OK
WMS0000748-FPX,WMS0000748-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CLDVI,3000-BS3-CLDVI,,,,,No,Sì,OK
WMS0000749-FPX,WMS0000749-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-VRZCINT,3000-BS3-VRZCINT,,,,,No,Sì,OK
WMS0000750-FPX,WMS0000750-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-VRZLFI,3000-BS3-VRZLFI,,,,,No,Sì,OK
WMS0000751-FPX,WMS0000751-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-VRZLMD,3000-BS3-VRZLMD,,,,,No,Sì,OK
WMS0000752-FPX,WMS0000752-FPX,Gruppo articoli,WMS-Flex Packaging,3027-BS3-1KG_82445,3027-BS3-1KG_82445,,,,,No,Sì,OK
WMS0000753-FPX,WMS0000753-FPX,Gruppo articoli,WMS-Flex Packaging,3027-BS3-1KGBONNER1,3027-BS3-1KGBONNER1,,,,,No,Sì,OK
WMS0000754-FPX,WMS0000754-FPX,Gruppo articoli,WMS-Flex Packaging,3027-BS3-250GNNMBNCMT,3027-BS3-250GNNMBNCMT,,,,,No,Sì,OK
WMS0000755-FPX,WMS0000755-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-1KGZBP-1,3070-BS3-1KGZBP-1,,,,,No,Sì,OK
WMS0000756-FPX,WMS0000756-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSMNRABNS,3070-BS3-CPSMNRABNS,,,,,No,Sì,OK
WMS0000757-FPX,WMS0000757-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSMNRP,3070-BS3-CPSMNRP,,,,,No,Sì,OK
WMS0000758-FPX,WMS0000758-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSMNRU,3070-BS3-CPSMNRU,,,,,No,Sì,OK
WMS0000759-FPX,WMS0000759-FPX,Gruppo articoli,WMS-Flex Packaging,3070-BS3-CPSZMPM165,3070-BS3-CPSZMPM165,,,,,No,Sì,OK
WMS0000760-FPX,WMS0000760-FPX,Gruppo articoli,WMS-Flex Packaging,3086-BS2-CARRAROBSCT,3086-BS2-CARRAROBSCT,,,,,No,Sì,OK
WMS0000761-FPX,WMS0000761-FPX,Gruppo articoli,WMS-Flex Packaging,3086-BS2-DMCRML,3086-BS2-DMCRML,,,,,No,Sì,OK
WMS0000762-FPX,WMS0000762-FPX,Gruppo articoli,WMS-Flex Packaging,3086-BS2-QUALITY,3086-BS2-QUALITY,,,,,No,Sì,OK
WMS0000763-FPX,WMS0000763-FPX,Gruppo articoli,WMS-Flex Packaging,3312-BS2-FS44GR4443-7,3312-BS2-FS44GR4443-7,,,,,No,Sì,OK
WMS0000764-FPX,WMS0000764-FPX,Gruppo articoli,WMS-Flex Packaging,3328-SSD-100GBIOSWN-2,3328-SSD-100GBIOSWN-2,,,,,No,Sì,OK
WMS0000765-FPX,WMS0000765-FPX,Gruppo articoli,WMS-Flex Packaging,3328-SSD-100GCLRSAP-1,3328-SSD-100GCLRSAP-1,,,,,No,Sì,OK
WMS0000766-FPX,WMS0000766-FPX,Gruppo articoli,WMS-Flex Packaging,3328-SSD-100GCSTPRIM3,3328-SSD-100GCSTPRIM3,,,,,No,Sì,OK
WMS0000767-FPX,WMS0000767-FPX,Gruppo articoli,WMS-Flex Packaging,3328-SSD-100GVENTRBL1,3328-SSD-100GVENTRBL1,,,,,No,Sì,OK
WMS0000768-FPX,WMS0000768-FPX,Gruppo articoli,WMS-Flex Packaging,3366-BS3-CLDNNMCRM17L,3366-BS3-CLDNNMCRM17L,,,,,No,Sì,OK
WMS0000769-FPX,WMS0000769-FPX,Gruppo articoli,WMS-Flex Packaging,3544-BS3-TECNOBLEND10,3544-BS3-TECNOBLEND10,,,,,No,Sì,OK
WMS0000770-FPX,WMS0000770-FPX,Gruppo articoli,WMS-Flex Packaging,3544-SSS-TECNOBLEND10,3544-SSS-TECNOBLEND10,,,,,No,Sì,OK
WMS0000771-FPX,WMS0000771-FPX,Gruppo articoli,WMS-Flex Packaging,3561-BS3-1KGKREMOELI1,3561-BS3-1KGKREMOELI1,,,,,No,Sì,OK
WMS0000772-FPX,WMS0000772-FPX,Gruppo articoli,WMS-Flex Packaging,3561-BS3-1KGKREMSPBL,3561-BS3-1KGKREMSPBL,,,,,No,Sì,OK
WMS0000773-FPX,WMS0000773-FPX,Gruppo articoli,WMS-Flex Packaging,3566-BS3-CPS170NNMAZZ,3566-BS3-CPS170NNMAZZ,,,,,No,Sì,OK
WMS0000774-FPX,WMS0000774-FPX,Gruppo articoli,WMS-Flex Packaging,3594-BS3-CLDNNMBN,3594-BS3-CLDNNMBN,,,,,No,Sì,OK
WMS0000775-FPX,WMS0000775-FPX,Gruppo articoli,WMS-Flex Packaging,3603-BS3-1KGBC,3603-BS3-1KGBC,,,,,No,Sì,OK
WMS0000776-FPX,WMS0000776-FPX,Gruppo articoli,WMS-Flex Packaging,3869-BS3-1KGMIM-3,3869-BS3-1KGMIM-3,,,,,No,Sì,OK
WMS0000777-FPX,WMS0000777-FPX,Gruppo articoli,WMS-Flex Packaging,3927-SSD-AMONATBELMI1,3927-SSD-AMONATBELMI1,,,,,No,Sì,OK
WMS0000778-FPX,WMS0000778-FPX,Gruppo articoli,WMS-Flex Packaging,3951-BS3-1KGSANPRED,3951-BS3-1KGSANPRED,,,,,No,Sì,OK
WMS0000779-FPX,WMS0000779-FPX,Gruppo articoli,WMS-Flex Packaging,4110-BS2-1KGFOXARAC,4110-BS2-1KGFOXARAC,,,,,No,Sì,OK
WMS0000780-FPX,WMS0000780-FPX,Gruppo articoli,WMS-Flex Packaging,4261-BS3-CLDFDEBM-1,4261-BS3-CLDFDEBM-1,,,,,No,Sì,OK
WMS0000781-FPX,WMS0000781-FPX,Gruppo articoli,WMS-Flex Packaging,4667-BS2-100GBUONADI2,4667-BS2-100GBUONADI2,,,,,No,Sì,OK
WMS0000782-FPX,WMS0000782-FPX,Gruppo articoli,WMS-Flex Packaging,4688-BS3-TOPNTR440NP,4688-BS3-TOPNTR440NP,,,,,No,Sì,OK
WMS0000783-FPX,WMS0000783-FPX,Gruppo articoli,WMS-Flex Packaging,4824-BS3-CLDRUBINOBI,4824-BS3-CLDRUBINOBI,,,,,No,Sì,OK
WMS0000784-FPX,WMS0000784-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-1KGBLN40,4909-BS3-1KGBLN40,,,,,No,Sì,OK
WMS0000785-FPX,WMS0000785-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-1KGCIT,4909-BS3-1KGCIT,,,,,No,Sì,OK
WMS0000786-FPX,WMS0000786-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-1KGMV,4909-BS3-1KGMV,,,,,No,Sì,OK
WMS0000787-FPX,WMS0000787-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-1KGTLVR,4909-BS3-1KGTLVR,,,,,No,Sì,OK
WMS0000788-FPX,WMS0000788-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-250GTCN,4909-BS3-250GTCN,,,,,No,Sì,OK
WMS0000789-FPX,WMS0000789-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-CLDTTMF,4909-BS3-CLDTTMF,,,,,No,Sì,OK
WMS0000790-FPX,WMS0000790-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-CPSCDIMA,4909-BS3-CPSCDIMA,,,,,No,Sì,OK
WMS0000791-FPX,WMS0000791-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-CPSTTMF,4909-BS3-CPSTTMF,,,,,No,Sì,OK
WMS0000792-FPX,WMS0000792-FPX,Gruppo articoli,WMS-Flex Packaging,4913-BS3-CPSZ15R,4913-BS3-CPSZ15R,,,,,No,Sì,OK
WMS0000793-FPX,WMS0000793-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CLDBREAKN,4928-BS3-CLDBREAKN,,,,,No,Sì,OK
WMS0000794-FPX,WMS0000794-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CLDCONDRS-1,4928-BS3-CLDCONDRS-1,,,,,No,Sì,OK
WMS0000795-FPX,WMS0000795-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CNDRLDG-1,4928-BS3-CNDRLDG-1,,,,,No,Sì,OK
WMS0000796-FPX,WMS0000796-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPBREAKNRM,4928-BS3-CPBREAKNRM,,,,,No,Sì,OK
WMS0000797-FPX,WMS0000797-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPCNDDKM,4928-BS3-CPCNDDKM,,,,,No,Sì,OK
WMS0000798-FPX,WMS0000798-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPNNOROM165,4928-BS3-CPNNOROM165,,,,,No,Sì,OK
WMS0000799-FPX,WMS0000799-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPSICNM165,4928-BS3-CPSICNM165,,,,,No,Sì,OK
WMS0000800-FPX,WMS0000800-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPSICRM165,4928-BS3-CPSICRM165,,,,,No,Sì,OK
WMS0000801-FPX,WMS0000801-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-TCDGCO-1,4928-BS3-TCDGCO-1,,,,,No,Sì,OK
WMS0000802-FPX,WMS0000802-FPX,Gruppo articoli,WMS-Flex Packaging,4939-BS3-1KGARDARAB1,4939-BS3-1KGARDARAB1,,,,,No,Sì,OK
WMS0000803-FPX,WMS0000803-FPX,Gruppo articoli,WMS-Flex Packaging,4939-BS3-1KGFRALPLAT,4939-BS3-1KGFRALPLAT,,,,,No,Sì,OK
WMS0000804-FPX,WMS0000804-FPX,Gruppo articoli,WMS-Flex Packaging,4939-BS3-1KGPASSRISV,4939-BS3-1KGPASSRISV,,,,,No,Sì,OK
WMS0000805-FPX,WMS0000805-FPX,Gruppo articoli,WMS-Flex Packaging,4939-BS3-1KGPASSSEGR,4939-BS3-1KGPASSSEGR,,,,,No,Sì,OK
WMS0000806-FPX,WMS0000806-FPX,Gruppo articoli,WMS-Flex Packaging,4939-BS3-1KGPASSVOCE,4939-BS3-1KGPASSVOCE,,,,,No,Sì,OK
WMS0000807-FPX,WMS0000807-FPX,Gruppo articoli,WMS-Flex Packaging,4939-BS3-1KGTINTBERN,4939-BS3-1KGTINTBERN,,,,,No,Sì,OK
WMS0000808-FPX,WMS0000808-FPX,Gruppo articoli,WMS-Flex Packaging,4939-BS3-1KGTINTMICH,4939-BS3-1KGTINTMICH,,,,,No,Sì,OK
WMS0000809-FPX,WMS0000809-FPX,Gruppo articoli,WMS-Flex Packaging,5008-BS3-CLDNEUTRO-1,5008-BS3-CLDNEUTRO-1,,,,,No,Sì,OK
WMS0000810-FPX,WMS0000810-FPX,Gruppo articoli,WMS-Flex Packaging,5008-BS3-CLDROSSO,5008-BS3-CLDROSSO,,,,,No,Sì,OK
WMS0000811-FPX,WMS0000811-FPX,Gruppo articoli,WMS-Flex Packaging,5072-BS3-CLD_I8144B_1,5072-BS3-CLD_I8144B_1,,,,,No,Sì,OK
WMS0000812-FPX,WMS0000812-FPX,Gruppo articoli,WMS-Flex Packaging,5125-BS3-1KGSEMPMAR,5125-BS3-1KGSEMPMAR,,,,,No,Sì,OK
WMS0000813-FPX,WMS0000813-FPX,Gruppo articoli,WMS-Flex Packaging,5155-BS3-1KGCLUBCLAS,5155-BS3-1KGCLUBCLAS,,,,,No,Sì,OK
WMS0000814-FPX,WMS0000814-FPX,Gruppo articoli,WMS-Flex Packaging,5232-BS3-CLDNC,5232-BS3-CLDNC,,,,,No,Sì,OK
WMS0000815-FPX,WMS0000815-FPX,Gruppo articoli,WMS-Flex Packaging,5232-BS3-CLDNCB,5232-BS3-CLDNCB,,,,,No,Sì,OK
WMS0000816-FPX,WMS0000816-FPX,Gruppo articoli,WMS-Flex Packaging,5232-BS3-CPSA3,5232-BS3-CPSA3,,,,,No,Sì,OK
WMS0000817-FPX,WMS0000817-FPX,Gruppo articoli,WMS-Flex Packaging,5232-BS3-CPSA6AM,5232-BS3-CPSA6AM,,,,,No,Sì,OK
WMS0000818-FPX,WMS0000818-FPX,Gruppo articoli,WMS-Flex Packaging,5232-BS3-CPSRC,5232-BS3-CPSRC,,,,,No,Sì,OK
WMS0000819-FPX,WMS0000819-FPX,Gruppo articoli,WMS-Flex Packaging,5232-BS3-CPSRCDG,5232-BS3-CPSRCDG,,,,,No,Sì,OK
WMS0000820-FPX,WMS0000820-FPX,Gruppo articoli,WMS-Flex Packaging,5333-BN3-MULTICPS,5333-BN3-MULTICPS,,,,,No,Sì,OK
WMS0000821-FPX,WMS0000821-FPX,Gruppo articoli,WMS-Flex Packaging,5386-SSS-1KGVT-1,5386-SSS-1KGVT-1,,,,,No,Sì,OK
WMS0000822-FPX,WMS0000822-FPX,Gruppo articoli,WMS-Flex Packaging,5476-BS3-CPVE,5476-BS3-CPVE,,,,,No,Sì,OK
WMS0000823-FPX,WMS0000823-FPX,Gruppo articoli,WMS-Flex Packaging,5703-BS3-CPSNNOR,5703-BS3-CPSNNOR,,,,,No,Sì,OK
WMS0000824-FPX,WMS0000824-FPX,Gruppo articoli,WMS-Flex Packaging,3000-BS3-CPSNDCRL,3000-BS3-CPSNDCRL,,,,,No,Si,OK
WMS0000825-FPX,WMS0000825-FPX,Gruppo articoli,WMS-Flex Packaging,5516-BS2-MOZZ.BUFALA,5516-BS2-MOZZ.BUFALA,,,,,No,Si,OK
WMS0000826-FPX,WMS0000826-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-CPSTCCREM,4909-BS3-CPSTCCREM,,,,,No,Si,OK
WMS0000827-FPX,WMS0000827-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-CPSTCCLASS,4909-BS3-CPSTCCLASS,,,,,No,Si,OK
WMS0000828-FPX,WMS0000828-FPX,Gruppo articoli,WMS-Flex Packaging,4909-BS3-1KGTFC,4909-BS3-1KGTFC,,,,,No,Si,OK
WMS0000829-FPX,WMS0000829-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPNNRSSM165,4928-BS3-CPNNRSSM165,,,,,No,Si,OK
WMS0000830-FPX,WMS0000830-FPX,Gruppo articoli,WMS-Flex Packaging,4928-BS3-CPDG2CPCNA,4928-BS3-CPDG2CPCNA,,,,,No,Si,OK
WMS0000001-GCH,WMS0000001-GCH,Gruppo articoli,WMS-Greenchem,"Drum 200 Litre, Pall. 4 pcs",DRM-01-001,,,,,Sì,No,OK
WMS0000002-GCH,WMS0000002-GCH,Gruppo articoli,WMS-Greenchem,"Drum 210 Litre, Pall. 4 pcs",DRM-01-002,,,,,Sì,No,OK
WMS0000003-GCH,WMS0000003-GCH,Gruppo articoli,WMS-Greenchem,IBC Packaging,EMP-06-001,,,,,Sì,No,OK
WMS0000004-GCH,WMS0000004-GCH,Gruppo articoli,WMS-Greenchem,IBC Packaging One Way,EMP-06-002,,,,,Sì,No,OK
WMS0000005-GCH,WMS0000005-GCH,Gruppo articoli,WMS-Greenchem,IBC Reconditioned,EMP-06-003,,,,,Sì,No,OK
WMS0000006-GCH,WMS0000006-GCH,Gruppo articoli,WMS-Greenchem,IBC Effinox 1000L,GC-EFFI,,,,,Sì,No,OK
WMS0000007-GCH,WMS0000007-GCH,Gruppo articoli,WMS-Greenchem,EFFINOX JC 10 L,GC-EFFI-10L GC,,,,,Sì,No,OK
WMS0000008-GCH,WMS0000008-GCH,Gruppo articoli,WMS-Greenchem,EFFINOX DRUM 200L,GC-EFFI-200L,,,,,Sì,No,OK
WMS0000009-GCH,WMS0000009-GCH,Gruppo articoli,WMS-Greenchem,GREENCHEM FLAG,GREEFLAG,,,,,Sì,No,OK
WMS0000010-GCH,WMS0000010-GCH,Gruppo articoli,WMS-Greenchem,IBC AdBlue 1000 Litre,IBC-01-001,,,,,Sì,No,OK
WMS0000011-GCH,WMS0000011-GCH,Gruppo articoli,WMS-Greenchem,One Way IBC AdBlue 1000 Litre,IBC-01-002,,,,,Sì,No,OK
